AcresTotal,Age,AgentIDX,AgentStatus,AnnInsurance,AnnMgmtExpenses,AnnualExpenses,AnnualTaxes,AnnualUtilities,ApxLandSqft,ApxLotSize,ApxNetLeaseableSqft,AssetSales,AssociationFee,AVMYN,BathsHalf,BathsTotal,Bedrooms,CapRatePercent,City,CompassSuffix,ConstAndFoundation,County,CrossStreetName,CurrentBldgUse,DateChange,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,EnergyFeatures,ExteriorFeatures,FloodPlainYNU,Floor,GrossIncome,HeatAndCool,HighSchool,HOACOAYN,HomesteadYN,InteriorFeatures,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,NetIncome,NumOfLoadingDocks,OccupancyDesc,OccupantName,OfficeIDX,OfficeStatus,OtherExpenses,OwnerAgentYN,ParcelNumber,Parking,ParkingTotal,PhotoCount,PhotoModificationTimestamp,PoolPresent,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,Rails,RearExposureCode,RoadType,Roof,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,SqFtTotal,StateOrProvince,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,TotalUnits,UnitNumber,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,YearBuilt,Zoning
0,,Yes,"- Active",,,,,,900,"18 x 50",900,"Real Estate",660,No,,,,0,Homosassa,,"Steel,Foundation - Slab",,,Vacant,2013-05-01,"South on Hwy 19 to Right on Industrial Lane (across from Howards Flea Market) to Left on Tex Point to first set of Buildings on the right.",,Yes,,,"Entry - Ground Level",Unverified,Concrete,,"Cool - Central Air,Heat - Central Electirc",,Yes,No,"220 Voltage,Ceiling - 16ft",,"Servos Commercial Center Condo DECL IN OR BK 762 PG 191 Unit 5 Bldg A",No,27550592800,27550592,2013-04-25,800,,19,2755,059,702566,2,Active,"Excl. Right to Sell",44900,"Zero Lot Line","18 x 50",,2013-05-01T18:26:20,55,,0,Vacant,,Yes,"- Active",,No,2700122,"Assigned Parking,Drive - Paved,Parking Spaces,Paved Area",4,3,2013-04-26T12:58:48,,"At Close",34448,,Commercial,"Nice Industrial Warehouse Space with 900 sq ft Base Floor Space.  There is Bathroom, Large 10 x 12 Roll-Up Door for easy access in and out.  4 Deeded Paved Parking Spaces.  $55 per month covers Exterior Building Maintenance, Lawn Care, Water & Sewer, Insurance on Outside Building and Parking Lot.  Perfect Location for your Small Business.",,,Paved,Metal,"Sewer - Septic Community,Water - Shared Well",No,"Call List Office,Lockbox,Vacant","Other See Remarks",900,FL,2,S,"Tex Point",6308,,589.9,,,,,2012,"Cash,Conventional",1,,Yes,,No,,,,No,,1987,
0,,Yes,"- Active",,,,,,900,"18 x 50",900,"Real Estate",660,No,,,,0,Homosassa,,"Steel,Foundation - Slab",,,Vacant,,"South on Hwy 19 to Right on Industrial Lane (across from Howards Flea Market) to Left on Tex Point to second set of buildings on the right.",,Yes,,,"Entry - Ground Level",Unverified,Concrete,,"Cool - Central Electric,Heat - Central Electirc",,Yes,No,"220 Voltage,Ceiling - 16ft",,"SERVOS COMMERCIAL CENTER CONDO DECL IN OR BK 762 PG 191 UNIT 4 BLDG B",No,27550592800,27550592,2013-04-25,800,,19,2755,059,702567,2,Active,"Excl. Right to Sell",44900,"Zero Lot Line","18 x 50",,2013-04-26T13:06:27,55,,,Vacant,,Yes,"- Active",,No,2700289,"Assigned Parking,Drive - Paved,Parking Spaces,Paved Area",4,3,2013-04-26T13:06:27,,"At Close",34448,,Commercial,"Nice Industrial Warehouse Space with 900 sq ft Base Floor Space .  There is a Bathroom, Large 10 x 12 Roll-Up Door for easy access in and out and 4 Deeded Paved Parking Spaces.  $55 per month covers Exterior Building Maintenance, Lawn Care, Water & Sewer, Insurance on Outside Building and Parking Lot.  Perfect Location for your Small Business.",,,Paved,Metal,"Sewer - Septic Community,Water - Shared Well",No,"Call List Office,Lockbox,Vacant","Other See Remarks",900,FL,2,S,"Tex Point",6346,,605.71,,,,,2012,"Cash,Conventional",1,,Yes,,No,,,,No,,1987,
.08,,Yes,"- Active",,,,,,3500,"28 X 125",2610,"Real Estate",,No,,,,0,Dunnellon,,"Concrete Block",,,Retail,2013-01-23,"From HWY 491 take HWY 41 north L on Pennsylvania Ave to 2nd building on R (White 2 story)",,Yes,,,"Entry - Ground Level",Unverified,"Concrete,Vinyl,Wood",,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard",,"SEC 35 TWP 16 RGE 18 PLAT BOOK A PAGE 174 DUNNELLON W 28 FT OF LOT 364",No,2755602038,27556020,2012-07-09,38,,28,2755,602,356416,0,Active,"Excl. Right to Sell",199900,"Flat,Rectangle","28 X 125",,2013-01-23T16:36:59,,,,Owner,,Yes,"- Active",,No,36400,"Unpaved Area",,24,2013-01-23T16:35:36,,"At Close",34431,,Commercial,"Commercial 2 story building in Historic Downtown Dunnellon. Imagine the possibilities this highly visable property has to offer.  Located on Pennsylvania Ave with quaint shops and eateries.  This is the second building off the busy intersection of HWY 41. Just over the county line into Marion County.",,N,"County,Paved","Rubber Membrane","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent","Withlacooche Electric",2610,FL,2,W,"Pennsylvania Ave",20565,,799.19,,18,35,16,2011,"Cash,Conventional",,,No,,,,,,No,,1952,
.9,,Yes,"- Active",,,,,,0,,2822,"Real Estate",0,No,,,,0,"Crystal River",,"Foundation - Crawl Space",,"3rd Avenue",Office,2012-01-18,"From US Hwy 19, turn west onto 3rd; Go to intersection; Corner of 3rd Ave and 3rd St; Building on left side; see sign!",,Yes,,,"Fence - Other Material,Landscape - Full,Patio - Covered,Shed/Utility Bldg,Trees",Yes,"Ceramic Tile,Wood",,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Cathedral,Fireplace - Wood,Handicap Modified,In-Law/Apt Suite",,"Lots  137, 138, 139, 140 141 of Springdale Addition to Crystal River",No,275508401012,27550840,2012-01-10,1012,,16,2755,084,353233,0,Active,"Excl. Right to Sell",195000,"2+ Lots,Corner Lot,Flat,Room for Pool",,,2013-04-23T16:10:44,0,,0,Owner,none,Yes,"- Active",,No,1076056,"Boat Parking,Drive - Private,Parking Spaces,RV Parking,Truck Parking",,12,2013-04-23T16:10:19,,"At Close",34429,,Commercial,"ZONED COMMERCIAL & QUALIFIES FOR MIXED USE ZONING AS COMMERCIAL/RESIDENTIAL! Beautiful historic ""Stone Cottage"" located in the heart of Crystal River & only 1 block from Hunters Springs; Main building of 1254 sf built in 1935 & recently brought back to its original beauty! Real wood floors; Handicap ramp; fireplace; new kitchen; and ample rooms for offices/bedrooms; Dettached 450 sf bldg. w/handicap bath. Shed; 867sf covered Carport has many uses. Endless possiblities for this site! Sits on 5 lots, giving lots of parking;2 additional lots avail",,S,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent,Key in Office,Owner Occupied","Brighthouse Cable,Flood Plain,Progress Energy,Seller Prop Disclosure,Sold As Is,Title Insurance",1955,FL,1,NE,3,272,Springdale,1800,,17,21,18,2011,"Cash,Conventional,FHA,Owner Finance",2,,No,,No,,,,No,,1935,
.57,,Yes,"- Active",,,,,,0,200x134,5510,"Real Estate",0,No,,,,0,Homosassa,,"Concrete Blk/Stucco",,,"Hair/Nail Salon,Retail,Strip Mall",2013-01-18,"On the East side of Hwy 19 south of Homosassa, but before Sugarmill Woods; North of the new SuperWalmart on Cardinal Lane /Hwy 19",,Yes,,,"Entry - Ground Level,Outdoor Lighting",Unverified,Concrete,,"Cool - Central Electric",,No,No,"Ceiling - Standard",,"HOMOSASSA SPGS GDNS PB 1 PG 58 W 170 FT OF LTS 1 & 2",No,275508401012,27550840,2012-12-31,1012,,22,2755,084,700381,0,Active,"Excl. Right to Sell",650000,Flat,200x134,,2013-01-18T19:47:33,0,,0,Tenant,,Yes,"- Active",,No,2604077,"Drive - Paved,Drive - Private",,5,2013-01-18T19:24:39,,"At Close,Subject to Lease",34446,,Commercial,"WAGON WHEEL PLAZA STRIP MALL with 170' of Highway 19 frontage, just North of the new Super Walmart in Homosassa! Two buildings, total of over 5500 sq. feet of rental space; Paved parking lot; Sign;Call listing agent for financials;",No,E,Federal,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Shared Well",No,"Appointment Only,Call List Agent","Title Insurance",5510,FL,1,S,Suncoast,6013,"Homosassa Springs Gardens",4487,,,,,2011,"Cash,Conventional",4,,No,,No,,,,No,,1982,
12,,Yes,"- Active",,,,,,0,"12 acres MOL",0,"Bus. & R.E.",0,No,,,,0,Homosassa,,"Concrete Blk/Stucco,Manuf/Modular",,,"RV Resort",2013-02-20,"RV CAMPGROUND, located just south of Homosassa on Highway 19, and just North of the new Super Walmart Center in Sugarmill Woods;",,Yes,,,"Fence - Partial,Landscape - Partial,Outdoor Lighting,Patio",Unverified,Concrete,,"Cool - Other",,No,No,"Ceiling - Standard",,"Lots 3,4 and E 367 ft of Lots 1 & 2, less r/w and Lot 15, Homosassa Gardens; See Alt ey 2900288",No,275508401012,27550840,2012-12-31,1012,,22,2755,084,700386,0,Active,"Excl. Right to Sell",1150000,Acreage,"12 acres MOL",,2013-02-20T21:06:49,0,,,Tenant,,Yes,"- Active",,No,2900288,"Drive - Private,Parking Spaces,RV Parking,Truck Parking",,2,2013-02-20T21:06:49,,"At Close",34446,,Commercial,"RV PARK/CAMPGROUND on over 12 acres MOL, located on Highway 19 in sought after area of the ""NATURE COAST"" OF HOMOSASSA, FLORIDA! This is an established active RV Campground that has 44 campsites; 12 permanent mobile homes that pay month lot rent; Office building; 2/2 owners home on premises; Rec Room Building w/bath; 5 Campground sites; 5 storage sites; WIFI; signage, and business included; Equipment included; Confidentiality agreement needed to release financials;",No,E,Federal,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Call List Agent,Confidential Call Office,Lister Accompany,Owner Occupied","High Speed Internet,Multi-Locations,Sold As Is,Title Insurance",0,FL,1,S,"Suncoast Blvd",6049,"Homosassa Springs Gardens",7200,,,,,2012,"Cash,Conventional",,,No,,No,,,,No,,1980,
.6,,Yes,"- Active",,,,,,31175,215x145,7790,"Real Estate",0,No,,,,0,"Crystal River",,"Concrete Blk/Stucco",,"Citrus Avenue","Office Building,Professional,Retail",2013-02-20,"From US Hwy 19, turn South on Citrus Avenue; go l block; turn left onto 5th; Big building on right!",,Yes,,"Programmable Thermostat","Door - Dbl. Entry,Fence - Partial,Landscape - Partial,Outdoor Lighting,Patio - Covered,Trees",Unverified,Carpet,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Counters - Laminate",,"Lots 3,4,5,6 and 7, Barcos Addition To Crystal River",No,275508401012,27550840,2013-02-10,1012,,16,2755,084,701178,0,Active,"Excl. Right to Sell",695000,"2+ Lots,Flat,Rectangle",215x145,,2013-02-20T18:47:27,0,,1,Vacant,,Yes,"- Active",,No,1075815,"Drive - Paved,Parking Spaces,Private Lot",28,6,2013-02-20T18:47:27,,"At Close",34428,,Commercial,"AWESOME 8000 SQ FT (mol)COMMERCIAL BUILDING IN HISTORIC DOWNTOWN CRYSTAL RIVER; Storefront; three sets of entrances to be used for one office/retail business or divided for multiple offices/retail businesses. Loading dock & ramp in rear; two sets of restrooms; walking ramp; Private,paved parking lot w/curb stops;parking for 28 & 2 handicap; New roof & updates in 2005; Flag pole; sidewalks; Located on Citrus Avenue, inbetween restaurants and boutiques; Across street from City parking lot of 60; Situated in the middle of all the Festivals that take place downtown & the CRA district; 2 blks from Hunter Springs; Contact agent for grant money available;",No,S,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Agent,Vacant","Brighthouse Cable,Progress Energy,Sold As Is,Title Insurance",7790,FL,1,NE," 5th Street",16,,8088,,,,,2011,"Cash,Conventional,Lease Option/Purchase,Owner Finance",,,No,,No,,,,No,,1988,
.15,,Yes,"- Active",,,,,,7200,"60 x 120",1077,"Real Estate",0,No,,,,0,"Crystal River",,"Concrete Block",,"US Hwy 19",Vacant,,"From US Hwy 19 in Crystal River; Turn onto NE 2nd Street (1 road south of AJ's Cafe Restaurant); Go short distance to Home on left;",,Yes,,,"Landscape - Partial,Porch - Screened,Shed/Utility Bldg,Trees",Unverified,Wood,,"Cool - Wall/Window",,No,No,"Ceiling - Standard",,"Lot 104, Bayview Homes Co., lst Addition to Crystal River",No,275508401012,27550840,2013-02-25,1012,,16,2755,084,701487,0,Active,"Excl. Right to Sell",64900,Flat,"60 x 120",,2013-05-16T14:09:22,0,,0,Vacant,,Yes,"- Active",,No,1076684,"Drive - Private",,2,2013-05-16T14:09:23,,"At Close",34429,,Commercial,"CRACKER STYLE CHARM! ZONED GENERAL COMMERCIAL & LOCATED IN THE CRA IN HISTORIC DOWNTOWN CRYSTAL RIVER area City now allows  ""MIXED USE"" whereby making this a great place to live & operate a business;Built in 1966,this is a 3/1.5 home that has REAL HARDWOOD FLOORS, & knotty pine ceilings thru-out; Screened in front porch; carport; attached laundryroom/workshop; NEW ROOF & electrical upgrade 2004; City water & sewer; Only a few doors down off of Hwy 19, and convenient location to post office,shopping,banks & restaurants; Other businesses & homes thru out the neigborhood; Only 2 blocks from Hunter Springs! Needs a bit of TLC, but has such great potential!",,S,County,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Agent,Lockbox Call,Vacant","Lead Paint Disclosure,Progress Energy,Sold As Is,Survey,Title Insurance",1293,FL,1,NE,"2nd Street",438,"Bayview Homes",1089,,,,,2012,"Cash,Conventional",,,No,,,,,,No,,1966,
.12,,Yes,"- Active",,,,,,5610,66x85,560,"Real Estate",0,No,,,,0,"Crystal River",,"Concrete Blk/Stucco",,"Citrus Avenue",Office,,"From US Hwy 19; turn South onto Citrus Avenue; Go l block; building on Left with white fencing around it;",,Yes,,,"Fence - Other Material,Landscape - Full,Patio - Covered",Unverified,"Ceramic Tile",,"Cool - Wall/Window",,No,No,"Ceiling - Standard",,"Lot 2, Barcos Addition to Crystal River;",No,275508401012,27550840,2013-02-11,1012,,16,2755,084,701185,0,Active,"Excl. Right to Sell",150000,"Corner Lot",66x85,,2013-02-20T19:55:27,0,,0,Vacant,,Yes,"- Active",,No,1075807,"Paved Area,Private Lot",,4,2013-02-20T19:55:27,,"At Close",34428,,Commercial,"CURB APPEAL PLUS +! PRISTINE COMMERCIAL BUILDING HAS THE PRIME LOCATION ON THE CORNER OF CITRUS AVENUE AND 5TH STREET! BUILDING & PROPERTY sits high overlooking the street & all the downtown Festivals;  New handicap bathroom; tile floor; 560 Sq. ft.ZONED CG for retail/office/restaurant; Covered porch area; Situated in the CRA District; 2 blocks from Hunter Springs; Inbetween restaurants; retail; office and Manatee Tours,hotels,apartments. Call listing agent for information on grant money availability;",No,S,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent","Progress Energy,Title Insurance",560,FL,1,NE,"Fifth Street",4,,1383,,,,,2012,"Cash,Conventional,Lease Option/Purchase,Owner Finance",1,,No,,No,,,,No,,1986,
.5,,Yes,"- Active",,,,,,18750,125x150,1116,"Real Estate",0,No,,,,0,"Crystal River",,"Concrete Block",,,Office,2013-05-31,"From US Hwy 19, turn onto NE 2nd Street; Building on right; see sign",,Yes,,,"Fence - Chain,Trees",Yes,"Carpet,Ceramic Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard,Counters - Laminate",,"Lots 82, 83 and 84, Bayview Homes, Fist Addition to Crystal River",No,275508401012,27550840,2013-05-10,1012,,16,2755,084,703001,0,Active,"Excl. Right to Sell",99900,"2+ Lots",125x150,,2013-05-31T19:18:00,0,,0,Vacant,,Yes,"- Active",,No,1076587,"Boat Parking,Drive - Circular,Drive - Private,Truck Parking",15,1,2013-05-31T19:18:00,,"At Close",34429,,Commercial,"ZONED GENERAL COMMERICIAL LOCATED IN DOWNTOWN HISTORIC (CRA DISTRICT) of CRYSTAL RIVER; This 1116 sq ft. commercial building sits on 3 lots, lots of parking! Main reception room with built in desks/cabinets; 3 private offices; kitchen; bath; garage & storage; carpeted & tile; Signage included;You can reapply for mixed use zoning, for residential/commercial needs; Fenced back storage area; OWNER WILL DO OWNER FINANCING. Only 1 block from Hunter Springs, the Post Office and shopping/banking. Being sold ""as-is"" with right of inspections",No,,County,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Agent,Lockbox Call,Vacant","Flood Insurance,Progress Energy,Title Insurance",1116,FL,1,NE,"2nd Street",341,"Bayview Homes",1500,,,,,2012,"Cash,Conventional,FHA,Owner Finance,VA",1,,No,,No,,,,No,,1954,
4.8,,Yes,"- Active",,,,,,212520,4.85,14300,"Bus. & R.E.",,No,,,,0,"Crystal River",,"Steel,Foundation - Slab",,,"Self Storage,Warehouse,Vacant",,"FROM CRYSTAL RIVER SOUTH ON HWY 44. TURN RIGHT ON N. GULF BLVD AT THE GULF TO LAKE BAPTIST CHURCH. PROPERTY ON RIGHT. LOOK FOR SIGNS.",,Yes,,,"Fence - None,Landscape - Partial",Unverified,Concrete,,"Cool - Central Air,Cool - Central Electric,Heat - Central Electirc",,No,No,"110 Voltage,Ceiling - 12ft,Ceiling - Standard,Counters - Laminate",,"MAYFAIR GARDEN ACRES PB 2 PG 142 LOT 1 BLK 1",Yes,275572602101,27557260,2012-09-12,2101,,23,2755,726,357617,0,Active,"Excl. Right to Sell",350000,"Acreage,Flat,Irregular,Non-Waterfront",4.85,,2012-09-12T17:27:09,,,0,Tenant,VARIES,Yes,"- Active",,No,1112435,"Drive - Blacktop,Parking Spaces,Paved Area,Shared Parking,Storage",,11,2012-09-12T17:27:09,,"At Close",34429,,Commercial,"GREAT INVESTMENT OPPORTUNITY. 3 OFFICES, 3 WAREHOUSES AND 42 STORAGE UNITS IN A CONVENIENT LOCATION IN CRYSTAL RIVER. THERE ARE CURRENTLY STORAGE UNITS AVAILABLE FOR RENT 10x20 $70 P/MTH 10x25 $80 P/MTH 25X25 OFFICE $500 P/MTH 25x50 WAREHOUSE $300 P/MTH",,,"County,Paved",Metal,"Sewer - Other",No,"Call List Agent","Title Insurance",14300,FL,1,N,"GULF AVE",1426,"Mayfair Gardens",8287,,18,25,18,2009,"Cash,Conventional,Owner Finance",48,,No,,,,,,No,,2001,
2.75,,Yes,"- Active",,,,,,120000,2.75,2819,"Real Estate",,,,,,0,Lecanto,,"Frame,Foundation - Crawl Space",,,"Office,Professional",2012-08-17,"just west of 491 on gulf to lake hwy or just after the homosassa trail before 491 on the gulf to lake hwy  Look for sign",No,Yes,,,"Entry - Ground Level,Handicap Modified,Patio",Unverified,"Carpet,Laminate,Wood",,"Cool - Central Air,Heat - Central Electirc",,No,No,"220 Voltage",,"Long see alt key 1501873",No,275536931009,27553693,2006-06-19,1009,,23,2755,369,303626,3,Active,"Excl. Right to Sell",349000,Acreage,2.75,,2013-04-09T19:22:52,,,,Owner,,Yes,"- Active",,No,1501873,"Drive - Concrete,Drive - Gravel",,10,2012-03-09T19:06:08,,"At Close",34429,,Commercial,"Look at this!Centrally located between Crystal River, Inverness, Homosassa and Beverly Hills,  This great business parcel is ready for your new venture!Zoned GNC  Pricing now is below county assessment. Would make great doctor offices, restaurant, attorney offices",,,"Paved,State","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Key in Office,Owner Occupied","Brighthouse Cable",3443,FL,2,W,"Gulf to lake Hwy",3591,"Not in Subdivision",6375.41,,,,,2011,"Cash,Conventional",,,No,,,No,No,,No,,1945,
.36,,Yes,"- Active",,,,,,15640,"170 x 92",2116,"Bus. & R.E.",0,No,,,,0,"Crystal River",,"Brick,Concrete Block",,,"Restaurant,Retail",2012-03-29,"On US 19 (Suncoast Blvd) next to the Crystal River Airport and across from EXIT Realty Leaders.",,Yes,,,"Landscape - Full",Unverified,"Ceramic Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"110 Voltage,Elec - Single Phase",,"Lengthy Legal - See Alt Key",No,275526803013,27552680,2012-01-12,3013,,23,2755,268,353127,0,Active,"Excl. Right to Sell",1590000,Rectangle,"170 x 92",,2013-01-14T14:21:32,0,,0,Owner,,Yes,"- Active",,No,1102626,"Drive - Blacktop,Parking Spaces,Paved Area",20,24,2013-01-14T14:21:32,,"At Close",34429,,Commercial,"Own This Dairy Queen Brazier, A Nationally Recognized Franchise Business, Plus Prime Real Estate, Today!!! Great Opportunity To Own A Landmark Business Including The Franchise In A Busy Tourist Area On U.S. Hwy. 19. Completely Turnkey Operation Includes All Equipment And 2,100 Sq Ft Updated Building. Nicely Maintained, Drive-Thru, Outdoor Dining Space And 170 Ft. Of Hwy Frontage [No Curb Cut] In High Traffic Area. Owner Will Train Buyer And Help With Smooth Transition. Strong Goodwill Built Over 21 Years. Call For Detailed Information.",No,E,State,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent","Other See Remarks",2116,FL,1,N,"Suncoast Blvd",727,,5100,,17,34,18,2011,"Cash,Conventional",1,,No,,No,,,,No,,1990,
4,,Yes,"- Active",,,,,,176415,"4.05 mol Acres",2480,"Real Estate",,,,,,0,Inglis,,"Steel,Foundation - Slab",,"Hwy. 40 W","Other See Remarks",2009-08-05,"U.S. Hwy. 19 North, left on Hwy. 40 West, Right on Michigan Ave. to property on right.",No,Yes,,,"Entry - Ground Level,Landscape - Partial,Trees",Unverified,Concrete,,"Heat - Wall/Window",,No,No,"Ceiling - Standard,Elec - 3 Phase,Skylight",,"PARCEL #12483-000-00 CASONS INGLIS ACRES UNIT 1 BLK A LOTS 14 15 & PORTION OF 13 OR BOOK 883 PAGE 28 (ROS)",No,27555470722,27555470,2008-02-06,722,,25,2755,547,323650,0,Active,"Excl. Right to Sell",275000,"2+ Lots,Acreage,Corner Lot,Irregular,Wooded","4.05 mol Acres",,2013-03-22T17:20:36,,,,Vacant,,Yes,"- Active",,No,1248300,"Drive - Paved",,4,2013-03-22T17:19:54,,"At Close",34449,,Commercial,"RARE! 4 ACRES(mol) INDUSTRIAL PROPERTY IN INGLIS (LEVY COUNTY) OFF U.S. HWY 19 NEAR GULF & LAKE ROUSSEAU - OVER 67 FT. ON HWY. 40 W. Property can be divided into 3 parcels with one parcel including the Building with office, commercial concrete, 20 Ft. Ceiling, 16 x 16 door and upgraded heavy industrial electric service. Room to expand. Bldg. fronts Michigan Ave. & property extends to Karen St. and Hwy. 40 W. Near future Progress Energy Plant. EXPLORE THE POSSIBILITIES! WILL RENT BLDG. FOR $1,500 PER MONTH. LEASE OPTION OR OWNER FINANCING.",,,Paved,Metal,"Sewer - Septic Private,Water - Public",No,"Call List Agent,Call List Office,Key in Office,Other See Remarks","Owner Owns Property,Seller Prop Disclosure,Survey,Title Insurance",2480,FL,2,,"Michigan Ave.",29,,2500,,16,34,16,2011,"Cash,Conventional,Lease Option/Purchase",,,No,,,No,No,,No,,1979,
