AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
0,Yes,"- Active",0,0,"Electric-Progress Energy,Public Water",,None,"Crystal River",,,,,"Fort Island Trail",2009-01-12,,"Hwy 19 to west on Fort Island Trail, left on N. Country Club Dr to lot on right.",No,Yes,,None,Unverified,,No,No,"Single Family Residential",,"Lot 7, Block A, Paradise Country Club, PB 2, PG 182",No,27553240268,27553240,2005-10-07,268,,17,2755,324,128475,0,Active,"Excl. Right to Sell",39000,"On Golf Course",0,"Crystal River",2013-04-02T13:13:12,0,Yes,"- Active","Public Water",No,1896576,1,2013-04-02T13:13:12,"At Close",34429,,"Vacant Land","Fabulous golf course lot on the Plantation Golf Course. A good half acre in an area of very fine homes with a west facing rear aspect to experience those beautiful Florida sunsets! Well placed for local business, shopping, fishing, watersports and dining yet only 20 minutes from the Suncoast Parkway giving easy access to Tampa International Airport in 45 minutes.",W,,0,"County,Paved","Sewer - None,Water - Public",No,"Go There","Title Insurance",FL,2006-09-28,N,"Country Club Drive",1036,"Paradise Country Club",797,,17,28,18,2011,"Cash,Conventional",No,,,No,No,,No,,
.34,Yes,"- Active","100 x 150",0,"Electric-Progress Energy,Public Water",,None,"Crystal River",,,,,"Fort Island Trail",2009-01-12,,"Hwy 19 to west on Fort Island Trail, left on N. Country Club Drive, to lot on left.",No,Yes,,None,Unverified,,No,No,"Single Family Residential",,"Lot 14, Block K, Paradise Ctry Club, Unit 2, PB 3, PG 34",No,27553240268,27553240,2005-10-07,268,,17,2755,324,128478,0,Active,"Excl. Right to Sell",34000,"On Golf Course,Rectangle","100 x 150","Crystal River",2013-04-02T13:12:28,0,Yes,"- Active","Public Water",No,1100968,1,2013-04-02T13:12:28,"At Close",34429,,"Vacant Land","Over a third of an acre right on the lovely Plantation Golf Course in an area of fine homes. Conveniently located for business, shopping, dining, fishing and watersports yet only 20 minutes from the Suncoast Parkway giving easy access in just 45 minutes to Tampa International Airport,",N,,100,"County,Paved","Sewer - None,Water - Public",No,"Go There","Survey,Title Insurance",FL,2006-09-28,N,"Country Club Drive",132,"Paradise Country Club",822,,17,33,18,2011,"Cash,Conventional",No,,,No,No,,No,,
10.76,Yes,"- Active",1000x470,0,"Electric-WRE,Septic Sewer,Well",No,None,Homosassa,"Near Shopping",,,,"Waldon Woods Dr.",2010-10-27,,"From the corner of Hwy 98 and 19 head south on Hwy 19 (Suncoast Blvd.) to property on left. See sign. This property is to the left of Walden Woods mobile home park entry.",Yes,Yes,,None,No,,No,No,Commercial,,"E1/2 OF SE1/4 OF SE1/4 25-20-17 LYING E OF US HWY 19 EXC S 330 FT DESCR IN O R BK 602 PGS 698-701 BORROW PIT DESCR IN O R BK 554 PG 717",No,27550863607,27550863,2010-10-23,607,,20,2755,086,345347,3,Active,"Excl. Right to Sell",699000,"Acreage,Flat,Wooded",1000x470,"Crystal River",2013-05-07T17:29:51,0,Yes,"- Active",Electric-WRE,No,1182573,4,2013-05-07T17:29:51,"At Close",34446,,"Vacant Land","10 acre commercial site with 1000 feet of frontage on Highway 19. This site is directly in front of Walden Woods, which is a large 55+ retirement community. Five acres is zoned Neighborhood Commercial, which allows a strip center, retail sales and many other commercial uses.  The remaining five acres is zoned Rural Residential. See attachment for a conceptual development plan showing four buildings each having 12,500sf with a total of 214 parking spaces.",E,"No Restrictions",1000,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There","Survey,Title Insurance,Withlacooche Electric",FL,2013-05-17,S,"Suncoast Blvd",10325,,1182,,17,25,20,2010,"Cash,Conventional",No,,No,No,No,,No,,
1.15,Yes,"- Active","165 x 305",0,"Cable TV,Electric-Progress Energy,Septic Sewer,Well",No,None,"Crystal River","Near Shopping",,"Other See Remarks",,,2011-12-14,,"Hwy 19 North to  Left on Basswood to left on Checkerberry to lot on left.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"Crystal Manor Unit 2 PB 8 PG 112 Lot 5 Blk 67",No,27550863607,27550863,2011-12-13,607,,12,2755,086,352737,3,Active,"Excl. Right to Sell",8500,"Acreage,Flat,Rectangle,Room for Pool,Wooded","165 x 305",,2012-10-10T13:09:25,0,Yes,"- Active","Electric-Progress Energy,Telephone",No,3326091,7,2012-03-09T19:06:05,"At Close",34428,,"Vacant Land","Beatiful acre parcel with wonderful grandfather oaks. Amazing homesite for your new home. Homes only area close to fishing, shopping. This is a must see lot, you will not be disappoointed!",,"No Restrictions",165,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There","Title Insurance",FL,2012-10-10,,"Checkerberry Drive",11998,"Crystal Manor",136.51,,17,19,17,2011,"Cash,Conventional",No,,,No,No,0,No,"Other See Remarks",
3.38,Yes,"- Active","254 X 582",0,"Electric-Progress Energy",No,None,Homosassa,"Near Shopping",,"No Services",,,,,"Hwy 19 south to left on Cardinal to property on left just past Emilys. ",Yes,Yes,,Chain,Unverified,,No,No,Commercial,,"HOMOSASSA SPRINGS GARDENS PB 1 PG 58 PT OF LOTS 33, 34, 35, 36, 37 & 38 DESC AS: BEG AT NE COR OF LT 33, TH W AL N LN OF LT 33 254.7 FT, TH S 0 DEG 26",No,27550863607,27550863,2013-05-02,607,,21,2755,086,702714,3,Active,"Excl. Right to Sell",499000,"Acreage,Rectangle","254 X 582",Lecanto,2013-05-02T21:57:56,0,Yes,"- Active",None,No,1181160,3,2013-05-02T21:57:57,"At Close,Negotiable",34446,,"Vacant Land","Great opportunity for any growing business! Over 3 acres across from New Walmart. High visibility, high traffic count, great access both north and south Hwy 19. Countless possibilities to invest in a growing area. ",N,"No Restrictions",254,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There,Vacant","Brighthouse Cable,Title Insurance",FL,2013-05-02,W,Cardinal,7105,"Homosassa Springs Gardens",2058,,,,,2012,"Cash,Conventional",No,,,No,No,0,No,,
.37,Yes,"- Active",108X180,444,"Cable TV,Electric-Progress Energy,Public Water,Telephone",No,None,Hernando,"BBQ Area,Clubhouse,Lighted Tennis,Shuffleboard,Other See Remarks",,,,Whippoorwill,,,"491 N. to left on Whippoorwill{ Quail Run entrance}",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"Quailrun Phase 2 PB 13 PG 55 Lot 29 Blk B",No,275542101786,27554210,2013-05-24,1786,,10,2755,421,703148,0,Active,"Excl. Right to Sell",8000,Flat,108X180,,2013-05-24T11:20:31,37,Yes,"- Active","Cable TV,Public Water,Telephone",No,3229059,13,2013-05-24T11:20:31,"At Close",34442,,"Vacant Land","Cleared and ready to go. Lovely lot in Small sub-division with community Pool, club house and Lighted tennis courts",,"Deed Restrictions",108,County,"Sewer - Septic Private,Water - Public",No,"Call List Agent,Go There","Brighthouse Cable,High Speed Internet,Pets Allowed,Progress Energy",FL,2013-05-24,E,"Silver Thorn Loop",1365,"Quail Run",126,,,,,2012,Cash,No,,No,No,No,,No,,
1,Yes,"- Active",207x210,120,"Cable TV,Electric-Progress Energy,Septic Sewer,Telephone,Underground",No,None,Hernando,"Bike Path,Golf Course,Near Shopping",,,,,2009-06-23,,"Rte 486 to S. on Essex to lot on right.",Yes,Yes,,None,No,,Yes,No,"Single Family Residential",,"Citrus Hills 1st add Lot 20 Blk 40",No,275521001037,27552100,2009-06-12,1037,,08,2755,210,335023,0,Active,"Excl. Right to Sell",39500,"Flat,Room for Pool",207x210,,2012-06-14T13:23:23,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Septic Sewer,Telephone,Underground",Yes,2299908,3,2012-06-14T13:23:24,"At Close",34442,,"Vacant Land","Well located acre lot ready for you to build your place in the sun.  Close to all amenities and shopping.",W,"No RVs,Deed Restrictions",207,"County,Paved","Sewer - Septic Private,Water - Needs Well",No,"Go There","Brighthouse Cable,Golf Community,High Speed Internet,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions",FL,2012-06-14,N,"Essex Ave",1792,"Citrus Hills",575,,19e,30,18s,2008,"Cash,Conventional",No,,No,No,No,,No,,
1.1,Yes,"- Active",204x250,463,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Sewer,Telephone,Underground",No,None,Hernando,"Bike Path,Billiard Room,Clubhouse,Exercise Room,Golf Course,Lighted Tennis,Play Area,Tennis Court(s)",,,,,,,"Rte 486 to Terra Vista entrance, through gate to left at circle on Fenway to lft on Blue Jay to ot on corner of Blue Jay & Ted Williams Ct",Yes,Yes,,None,No,,Yes,No,"Single Family Residential",,"Hampton Hills 1st addn PB 15, PG 121 Lot 11",No,275521001037,27552100,2009-12-08,1037,,08,2755,210,338585,0,Active,"Excl. Right to Sell",165000,"Corner Lot,Cul-de-Sac",204x250,,2013-01-08T15:43:06,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Sewer,Telephone,Underground",No,2789972,4,2013-01-08T15:43:07,"At Close",34442,,"Vacant Land","Build your dream home on one of the few acre lots in Terra Vista.  Located at the top of the hill with awesome views.",S,"No RVs,Deed Restrictions",204,"Paved,Private","Sewer - Public,Water - Public",No,"Go There","Brighthouse Cable,DSL,Golf Community,High Speed Internet,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions",FL,2013-01-08,N,"Blue Jay Terr",1817,"Terra Vista",463,,18e,25,18s,2009,"Cash,Conventional",No,,No,No,No,,No,,
.83,Yes,"- Active","54 x 268",475,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Septic Sewer,Underground",No,None,Inverness,,,,,,2013-02-06,,"Hwy 44 to Clearview Entrance through gate, left on Secretariet, right on Seattle Slew.",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"BELMONT HILLS UNIT 1 PB 16 PG 102 LOT 31 BLK B",No,275521001037,27552100,2013-02-01,1037,,08,2755,210,700817,0,Active,"Excl. Right to Sell",15000,"Other See Remarks","54 x 268",,2013-02-06T17:58:02,0,Yes,"- Active","Other See Remarks",No,2945788,7,2013-02-05T19:42:48,"At Close",34453,,"Vacant Land","Awesome 3/4 acre lot in exclusive, gated Belmont Hills. Nice mature oak tree, great building lot and the best price! Enjoy all the community ammenities & activities, plus a great location.",,"Deed Restrictions",,"Paved,Private","Sewer - Septic Private,Water - Public",No,"Go There","Brighthouse Cable,DSL,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions",FL,2013-02-06,E,"Seattle Slew Cir",1475,"Belmont Hills",265,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
1.03,Yes,"- Active","150 x 300",145,"Cable TV,Electric-Progress Energy,Public Water,Underground",No,None,Hernando,"Golf Course,Near Shopping",,,,,2013-03-07,,"Hwy 486 to south on Annapolis, left on Hartford, right on Cherry Pop Dr to lot on left.",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"CLEARVIEW ESTS PB 13 PG 57 LOT 9 BLK 5",No,275521001037,27552100,2013-02-12,1037,,08,2755,210,701284,0,Active,"Excl. Right to Sell",30000,Rectangle,"150 x 300",,2013-03-07T17:38:31,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Underground",No,2529580,13,2013-03-07T17:20:02,"At Close",34442,,"Vacant Land","Really nice, level one acre home site with beautiful oak tree in Clearview Estates, a deed restricted community of Citrus Hills. Great neighborhood with beautiful homes surrounding this site, close to shopping & golf courses.",E,"Deed Restrictions",150,"County,Paved","Sewer - Septic Private,Water - Public",No,"Go There,Vacant","Brighthouse Cable,DSL,High Speed Internet,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions",FL,2013-03-07,N,"Cherry Pop Dr",1277,"Clearview Est.",442,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
1,Yes,"- Active",181x241,125,"Cable TV,Electric-Progress Energy,Propane,Public Water,Septic Sewer,Telephone,Underground",,None,"Beverly Hills","Clubhouse,Golf Course,Near Shopping,Tennis Court(s)",,,,"Allamandra Dr.",2012-01-16,,"Hwy 491 to Pine Ridge Blvd, Left on Allamandra, Left on Capa Path. Lot on Corner.",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"Pine Ridge Unit 4, Lot 51, Blk 287",No,27552100519,27552100,2008-01-03,519,,14,2755,210,322521,0,Active,"Excl. Right to Sell",25000,"Corner Lot,Non-Waterfront,Room for Pool,Wooded",181x241,,2013-01-16T20:31:59,0,Yes,"- Active",None,No,2614528,1,2012-01-16T13:32:59,"At Close",34465,,"Vacant Land","Magnificent homesite in Pine Ridge Estates - one of the premier communities in the county. Corner lot on a cul-de-sac street. Gorgeous homes in this area, enhanced by lovely landscaping. Community amenities include an 18 hole reg. and a 9 hole exec. course, club house, equestrian area, approx. 30 miles of natural riding trails & a community center with tennis courts. Close to shopping, medical facilities & restaurants. Living here has the ambience of clean country living. Take the time to drive by and see this beautiful property.",N,,182,County,"Sewer - Septic Private,Water - Public",No,"Go There","Brighthouse Cable,DSL,Golf Community,High Speed Internet,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions,Title Insurance",FL,2013-01-16,W,"Capa Path",3685,"Pine Ridge",226,,18,32,17,2012,"Cash,Conventional",No,,No,No,No,,No,,
.25,Yes,"- Active",52x161,1545,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Sewer,Telephone,Underground",No,None,Hernando,"Billiard Room,Clubhouse,Exercise Room,Golf Course,Hot Tub/Spa,Lighted Tennis,Play Area,Putting Green",,,,,2012-06-05,,"Rte 486 to Terra Vista Entrance, through gate to first left, then left again to lot on left.",Yes,Yes,,None,No,,Yes,No,Villa,,"Hillside Villas 1st addn PB 16, PG 65, Lot 35, Blk C",No,27552100519,27552100,2012-06-04,519,,08,2755,210,355829,0,Active,"Excl. Right to Sell",30000,"Non-Waterfront,Room for Pool",52x161,,2013-06-04T18:33:26,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Sewer,Underground",No,2894041,1,2012-06-04T14:08:18,"At Close",34442,,"Vacant Land","Excellent Villa building site in Hillside Villas of the Terra Vista Gated Community.  Not many to choose from.  Must build with Citrus Hills Construction Company and a Terra Vista  Country Club Membership is mandatory.  The choices are a Social Membership, Golf Membership or Tennis Membership.  Then there is the Bella Vita Spa & Fitness Center with indoor pool, aerobics, yoga rooms, racquetball courts, saunas & steam rooms.  All of this sets the stage for endless fun.",,"No RVs,Deed Restrictions",52,"Paved,Private","Sewer - Public,Water - Public",No,"Go There","Brighthouse Cable,Golf Community,High Speed Internet,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions,Title Insurance",FL,2013-06-04,W,"Doerr Path",491,"Terra Vista",455.01,,18,24,18,2011,"Cash,Conventional",No,,No,No,No,,No,,
.32,Yes,"- Active","67 X 161",365,"Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone,Underground",No,None,Hernando,"Bike Path,Clubhouse,Exercise Room,Near Shopping,Tennis Court(s)",,,,"Canterbury Lake Dr",,,"486 - left on Canterbury Lake Drive, right on Churchill Way - 4th homesite on the right.",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"CANTERBURY LAKE ESTATES PB 14 PG 101 LOT 22 BLK A",No,27552100519,27552100,2013-03-18,519,,08,2755,210,701749,0,Active,"Excl. Right to Sell",27900,"Non-Waterfront,Room for Pool","67 X 161",,2013-03-19T12:58:07,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone,Underground",No,2644303,9,2013-03-19T12:58:07,"At Close",34442,,"Vacant Land","Picture perfect building lot in Canterbury Lake Estates of Citrus Hills. Large oak trees line the back of the property for privacy. A few steps from your backyard you have access to the Withlacoochee Trail - forty-six miles of paved trails for bike riding, jogging or a quiet stroll. It's a ""nature lover's dream"" to have this amenity in your backyard. Level lot could save you thousands of dollars for site prep.",E,"Deed Restrictions",67,"County,Paved","Sewer - Public,Water - Public",No,"Go There","Brighthouse Cable,High Speed Internet,Pets Allowed,Progress Energy,Restrictions,Title Insurance",FL,2013-03-18,N,"Churchill Way",2799,"Canterbury Lake Estates",212,,,,,2012,"Cash,Conventional,Owner Finance",No,,No,Yes,No,,No,,
.9,Yes,"- Active","220x260 MOL",0,"Other See Remarks",No,None,Inverness,"Bike Path,Boat Ramp",,,,,2011-02-24,,"CR 44 to Boy Scout Rd to Mohican Trail to Shawnee Trail to Hawkeye on the end on the River",Yes,Yes,,,Yes,,No,No,"Mobile Home,Single Family Residential",,"Trails End Rets Lot D and Lot E Lengthy metes & bounds Alt keys 1879060 & 1879078",No,27550470543,27550470,2011-02-21,543,,03,2755,047,347630,0,Active,"Excl. Right to Sell",75000,"Rectangle,Waterfront,Wooded","220x260 MOL",,2013-04-25T20:36:59,0,Yes,"- Active",None,No,1879060,12,2012-05-09T20:09:08,"At Close",34450,,"Vacant Land","Withlacoochee Riverfront TWO lots being sold together. Ideal spot if you love nature and privacy. Priced below appraisal. Come to Citrus County and Follow Your Dream.  220X260 MOL",W,"No Restrictions",,Private,"Sewer - Septic Community,Water - Needs Well",No,"Go There",,FL,2013-04-25,S,Hawkeye,1434,Unrecorded,1267,,,,,2010,"Cash,Conventional",No,,,Yes,No,,Yes,Riverfront,
.35,Yes,"- Active",,0,"Cable TV,Electric-Progress Energy,Public Water,Septic Sewer,Telephone",No,None,"Citrus Springs","Bike Path,Golf Course",,,,,2011-08-25,,"Hwy 486 to North on Hwy 491, Left on Pine Ridge Blvd, Right on Elkcam, Right on Golfview, Left on Eden Ct. Lot on right at end of cul-de-sac.",Yes,Yes,,,No,,No,,"Single Family Residential",,"CITRUS SPGS UNIT 4 PB 5 PG 133 LOT 11 BLK 419",No,27550470543,27550470,2011-08-20,543,,13,2755,047,350854,0,Active,"Excl. Right to Sell",11000,"Cul-de-Sac,Flat",,,2013-04-03T02:21:35,0,Yes,"- Active",None,No,1288487,8,2013-04-03T02:21:35,"At Close",34434,,"Vacant Land","Wonderful property on Cul-de-Sac. very close to the golf course. .35 acre to build your dream home on. Close to the Bike Path. Not far from good fishing. Kayaking on the Withlacoochee River.",N,,,County,"Sewer - None,Water - Public",No,"Go There","High Speed Internet,Pets Allowed",FL,2013-04-02,W,"Eden Ct",2288,"Citrus Springs",102,,,,,2010,"Cash,Conventional",No,,,Yes,No,,No,,
.54,Yes,"- Active",,0,"Cable TV,Electric-SECO,Telephone",No,None,Inverness,"Bike Path,Boat Ramp",,,,Edinburg,,,"Gospel Island Rd to Edinburgh Dr. Lot is on the corner of Edinburgh and Skye Dr.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"LOCHSHIRE PARK PB 3 PG 129 LOTS 2 & 3 BLK 14",No,27550470543,27550470,2012-08-07,543,,02,2755,047,356941,0,Active,"Excl. Right to Sell",10000,"Corner Lot,Flat",,,2012-11-01T17:59:36,0,Yes,"- Active",None,No,1724155,6,2012-08-07T16:05:42,"At Close",33351,,"Vacant Land","Gospel Island Half Acre Corner Lot. Close to water. Quiet and Convenient. Priced below assessment for a quick sale.",,"No Restrictions",,County,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2012-11-01,E,Skye,8609,"Lockshire Park",316,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
.15,Yes,"- Active",55x120,0,"Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone,Underground",No,None,Hernando,"BBQ Area,Billiard Room,Boat Dock,Boat Ramp,Clubhouse,Exercise Room,Shuffleboard,Tennis Court(s)",,"Community Pool,Grounds Maintenance,Outdoor Lighting,Pool Service,Public Insurance,Road Maintenance,Security,Trash Removal",,,2013-02-27,,"SR 200 to Arbor Lake entrance 1st left after guard gate, $ on E. Lake Todd, L on N Webster Isl",Yes,Yes,,,No,,Yes,No,Villa,,"ARBOR LAKES UNIT III PB 17 PG 64 LOT 19",No,27550470543,27550470,2013-02-27,543,,01,2755,047,701333,0,Active,"Excl. Right to Sell",10000,Flat,55x120,,2013-04-03T02:20:12,65,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Septic Sewer,Telephone,Underground",No,3269025,8,2013-04-03T02:20:12,"At Close",34442,,"Vacant Land","Motivated Seller in the Gated 55+ Community.  Ready for you to build a VILLA, enjoy the clubhouse, tennis, shuffleboard and swimming pool. Maintenance Free Living all with a 20 acre Lake front park and fishing pier.",,"Certified over 55",,Private,"Sewer - Public,Water - Public",No,"Go There",,FL,2013-04-02,N,"Webster Island",4560,"Arbor Lakes Unit III",122,,,,,2011,"Cash,Conventional",No,,No,Yes,No,,No,,
